---,BoneLocations,RootTransformMatters,RootRotation,RootLocation
FingerGun,"((X=0.0,Y=0.0,Z=0.0),(X=1.049652,Y=2.00693,Z=1.15541),(X=1.049652,Y=2.00693,Z=1.15541),(X=3.091684,Y=3.38605,Z=1.478872),(X=5.181414,Y=5.863233,Z=1.738661),(X=5.181416,Y=5.863232,Z=1.73866),(X=7.273,Y=8.50807,Z=1.515425),(X=7.272997,Y=8.508072,Z=1.515425),(X=8.481521,Y=9.369632,Z=1.435504),(X=9.308784,Y=9.873191,Z=1.282777),(X=7.870755,Y=10.029618,Z=1.775763),(X=8.814529,Y=8.94358,Z=1.236707),(X=1.548344,Y=4.07296,Z=3.743811),(X=3.327358,Y=2.039917,Z=0.786416),(X=2.80285,Y=3.595843,Z=1.915772),(X=2.355068,Y=9.599624,Z=0.731645),(X=2.355068,Y=9.599624,Z=0.731645),(X=2.355068,Y=9.599624,Z=0.731645),(X=1.585774,Y=13.159947,Z=1.788569),(X=1.585773,Y=13.159952,Z=1.78857),(X=1.066308,Y=15.372835,Z=2.648773),(X=1.066307,Y=15.372837,Z=2.648773),(X=0.75205,Y=16.449083,Z=2.939629),(X=0.425667,Y=17.467794,Z=3.110621),(X=0.675623,Y=16.645538,Z=3.582656),(X=0.585615,Y=16.947212,Z=2.438424),(X=0.172591,Y=9.564661,Z=0.254315),(X=0.172591,Y=9.564661,Z=0.254315),(X=0.172591,Y=9.564661,Z=0.254315),(X=-0.028944,Y=10.475012,Z=4.444531),(X=-0.028946,Y=10.475013,Z=4.444523),(X=0.661348,Y=7.813637,Z=4.618928),(X=0.661345,Y=7.813646,Z=4.618928),(X=0.978584,Y=7.212701,Z=3.605274),(X=1.290379,Y=6.481743,Z=2.599831),(X=1.058291,Y=7.476033,Z=2.822723),(X=1.145857,Y=6.41664,Z=3.552012),(X=-0.368892,Y=10.557571,Z=0.082314),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.475422,Y=9.150155,Z=4.53296),(X=-1.475422,Y=9.150154,Z=4.532965),(X=-0.592286,Y=6.644186,Z=4.573254),(X=-0.592291,Y=6.644193,Z=4.573253),(X=-0.364558,Y=6.079926,Z=3.545997),(X=-0.104886,Y=5.355497,Z=2.561818),(X=-0.449116,Y=6.24282,Z=2.718801),(X=-0.056028,Y=5.366423,Z=3.518038),(X=-3.505406,Y=7.789585,Z=1.369118),(X=-3.505406,Y=7.789585,Z=1.369118),(X=2.42547,Y=10.016154,Z=2.38383),(X=0.061962,Y=9.87255,Z=2.064966),(X=-1.88233,Y=9.011188,Z=2.344162),(X=-3.802669,Y=7.670982,Z=2.712936),(X=2.192823,Y=9.611815,Z=-0.521866),(X=-2.063757,Y=8.772871,Z=-0.342694),(X=-3.734504,Y=7.580273,Z=0.413205),(X=0.424187,Y=8.176033,Z=2.053984),(X=2.514459,Y=3.112573,Z=-0.263203),(X=0.085723,Y=3.22587,Z=-1.390163),(X=-0.987424,Y=3.179338,Z=-1.272007),(X=-1.531331,Y=3.088745,Z=-1.056948),(X=1.211487,Y=2.388174,Z=3.349584),(X=1.211487,Y=2.388174,Z=3.349584),(X=-1.040151,Y=2.506731,Z=2.954595),(X=-1.861507,Y=2.455912,Z=2.867835),(X=-2.299857,Y=3.407356,Z=0.941983),(X=-3.505407,Y=7.789585,Z=1.369119),(X=-2.674147,Y=7.950766,Z=4.322161),(X=-2.674149,Y=7.950766,Z=4.322161),(X=-1.979324,Y=6.053303,Z=4.528017),(X=-1.979323,Y=6.053294,Z=4.528018),(X=-1.7765,Y=5.315418,Z=3.615565),(X=-1.536764,Y=4.622935,Z=2.92194),(X=-1.976316,Y=5.299057,Z=2.905789),(X=-1.453098,Y=4.748442,Z=3.704755))","false","(Pitch=0.0,Yaw=0.0,Roll=0.0)","(X=0.0,Y=0.0,Z=0.0)"
Point,"((X=0.0,Y=0.0,Z=0.0),(X=1.049652,Y=2.00693,Z=1.15541),(X=1.049652,Y=2.00693,Z=1.15541),(X=2.552053,Y=3.708497,Z=2.167319),(X=3.908329,Y=6.504837,Z=3.12225),(X=3.908331,Y=6.504836,Z=3.122249),(X=3.480178,Y=9.729439,Z=4.037862),(X=3.480175,Y=9.729439,Z=4.037861),(X=2.46449,Y=10.717654,Z=4.486206),(X=1.870898,Y=11.455799,Z=4.739295),(X=1.860497,Y=10.018394,Z=4.220459),(X=2.86044,Y=11.107998,Z=4.637171),(X=0.230625,Y=3.956492,Z=3.758911),(X=3.26435,Y=2.474836,Z=1.603557),(X=2.80285,Y=3.595843,Z=1.915772),(X=2.355068,Y=9.599624,Z=0.731645),(X=2.355068,Y=9.599624,Z=0.731645),(X=2.355068,Y=9.599624,Z=0.731645),(X=2.027278,Y=13.238763,Z=1.748513),(X=2.027278,Y=13.238769,Z=1.748514),(X=1.782882,Y=15.537008,Z=2.500184),(X=1.782882,Y=15.537011,Z=2.500184),(X=1.601673,Y=16.663822,Z=2.697976),(X=1.401737,Y=17.725279,Z=2.780865),(X=1.548018,Y=16.920635,Z=3.321746),(X=1.498763,Y=17.135296,Z=2.155611),(X=0.172591,Y=9.564661,Z=0.254315),(X=0.172591,Y=9.564661,Z=0.254315),(X=0.172591,Y=9.564661,Z=0.254315),(X=-0.058496,Y=10.717055,Z=4.382977),(X=-0.058497,Y=10.717055,Z=4.382969),(X=0.578306,Y=8.062252,Z=4.752215),(X=0.578303,Y=8.062262,Z=4.752214),(X=0.904619,Y=7.294801,Z=3.861264),(X=1.221319,Y=6.400636,Z=2.999521),(X=1.013577,Y=7.423642,Z=3.049098),(X=1.049006,Y=6.496824,Z=3.944418),(X=-0.348074,Y=10.555796,Z=0.019326),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.431853,Y=8.955771,Z=4.538864),(X=-1.431852,Y=8.95577,Z=4.538869),(X=-0.497835,Y=6.469185,Z=4.615925),(X=-0.497841,Y=6.469192,Z=4.615924),(X=-0.19635,Y=5.763737,Z=3.701074),(X=0.138188,Y=4.90758,Z=2.854957),(X=-0.235359,Y=5.796929,Z=2.855312),(X=0.129848,Y=5.064477,Z=3.799508),(X=-3.505406,Y=7.789585,Z=1.369118),(X=-3.505406,Y=7.789585,Z=1.369118),(X=2.42547,Y=10.016154,Z=2.38383),(X=0.061962,Y=9.87255,Z=2.064966),(X=-1.88233,Y=9.011188,Z=2.344162),(X=-3.802669,Y=7.670982,Z=2.712936),(X=2.192823,Y=9.611815,Z=-0.521866),(X=-2.063757,Y=8.772871,Z=-0.342694),(X=-3.734504,Y=7.580273,Z=0.413205),(X=0.424187,Y=8.176033,Z=2.053984),(X=2.514459,Y=3.112573,Z=-0.263203),(X=0.085723,Y=3.22587,Z=-1.390163),(X=-0.987424,Y=3.179338,Z=-1.272007),(X=-1.531331,Y=3.088745,Z=-1.056948),(X=1.211487,Y=2.388174,Z=3.349584),(X=1.211487,Y=2.388174,Z=3.349584),(X=-1.040151,Y=2.506731,Z=2.954595),(X=-1.861507,Y=2.455912,Z=2.867835),(X=-2.299857,Y=3.407356,Z=0.941983),(X=-3.505407,Y=7.789585,Z=1.369119),(X=-2.604277,Y=7.615387,Z=4.300851),(X=-2.60428,Y=7.615387,Z=4.300851),(X=-1.883559,Y=5.71664,Z=4.329962),(X=-1.883558,Y=5.716631,Z=4.329962),(X=-1.62088,Y=4.951783,Z=3.455791),(X=-1.331468,Y=4.241887,Z=2.799736),(X=-1.791838,Y=4.901515,Z=2.740094),(X=-1.282952,Y=4.399986,Z=3.579609))","false","(Pitch=0.0,Yaw=0.0,Roll=0.0)","(X=0.0,Y=0.0,Z=0.0)"
Circle_01,"((X=0.0,Y=0.0,Z=0.0),(X=1.049652,Y=2.00693,Z=1.15541),(X=1.049652,Y=2.00693,Z=1.15541),(X=3.066412,Y=3.410528,Z=1.528356),(X=5.056955,Y=5.979506,Z=1.623119),(X=5.056957,Y=5.979506,Z=1.623118),(X=6.474782,Y=9.046939,Z=1.641935),(X=6.474779,Y=9.04694,Z=1.641935),(X=7.329103,Y=10.259845,Z=1.732448),(X=7.948276,Y=11.018879,Z=1.690563),(X=6.514737,Y=10.646325,Z=2.066863),(X=7.795969,Y=9.988233,Z=1.531952),(X=1.545954,Y=4.141001,Z=3.79514),(X=3.342398,Y=2.043746,Z=0.893649),(X=2.80285,Y=3.595843,Z=1.915772),(X=2.355068,Y=9.599624,Z=0.731645),(X=2.355068,Y=9.599624,Z=0.731645),(X=2.355068,Y=9.599624,Z=0.731645),(X=2.008096,Y=13.35229,Z=1.15815),(X=2.008096,Y=13.352296,Z=1.158151),(X=1.750668,Y=15.738048,Z=1.54359),(X=1.750668,Y=15.73805,Z=1.54359),(X=1.565585,Y=16.878189,Z=1.630111),(X=1.361995,Y=17.941971,Z=1.608691),(X=1.511068,Y=17.194691,Z=2.225741),(X=1.46103,Y=17.293907,Z=1.044205),(X=0.172591,Y=9.564661,Z=0.254315),(X=0.172591,Y=9.564661,Z=0.254315),(X=0.172591,Y=9.564661,Z=0.254315),(X=-0.115137,Y=13.806548,Z=0.846659),(X=-0.115138,Y=13.80654,Z=0.846655),(X=-0.314197,Y=16.493816,Z=1.420038),(X=-0.314197,Y=16.493807,Z=1.420035),(X=-0.421326,Y=17.703588,Z=1.539281),(X=-0.577306,Y=18.97554,Z=1.554852),(X=-0.401913,Y=18.184494,Z=2.214883),(X=-0.555473,Y=18.235106,Z=0.935937),(X=-0.160184,Y=9.761347,Z=-0.822362),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.892769,Y=12.710452,Z=1.309991),(X=-1.89277,Y=12.710457,Z=1.309993),(X=-2.001036,Y=15.320296,Z=1.798301),(X=-2.001038,Y=15.320289,Z=1.798302),(X=-1.980789,Y=16.495901,Z=2.005765),(X=-2.015281,Y=17.743086,Z=2.070372),(X=-1.895044,Y=17.00396,Z=2.678416),(X=-2.059395,Y=17.023779,Z=1.439883),(X=-3.505406,Y=7.789585,Z=1.369118),(X=-3.505406,Y=7.789585,Z=1.369118),(X=2.42547,Y=10.016154,Z=2.38383),(X=0.061962,Y=9.87255,Z=2.064966),(X=-1.88233,Y=9.011188,Z=2.344162),(X=-3.802669,Y=7.670982,Z=2.712936),(X=2.192823,Y=9.611815,Z=-0.521866),(X=-2.063757,Y=8.772871,Z=-0.342694),(X=-3.734504,Y=7.580273,Z=0.413205),(X=0.424187,Y=8.176033,Z=2.053984),(X=2.514459,Y=3.112573,Z=-0.263203),(X=0.085723,Y=3.22587,Z=-1.390163),(X=-0.987424,Y=3.179338,Z=-1.272007),(X=-1.531331,Y=3.088745,Z=-1.056948),(X=1.211487,Y=2.388174,Z=3.349584),(X=1.211487,Y=2.388174,Z=3.349584),(X=-1.040151,Y=2.506731,Z=2.954595),(X=-1.861507,Y=2.455912,Z=2.867835),(X=-2.299857,Y=3.407356,Z=0.941983),(X=-3.505407,Y=7.789585,Z=1.369119),(X=-3.31533,Y=10.821381,Z=1.826853),(X=-3.315332,Y=10.82138,Z=1.826853),(X=-3.342234,Y=12.814837,Z=2.215353),(X=-3.342236,Y=12.814845,Z=2.215356),(X=-3.265213,Y=13.995297,Z=2.352356),(X=-3.215875,Y=15.003085,Z=2.345378),(X=-3.162505,Y=14.446468,Z=2.926701),(X=-3.37149,Y=14.402121,Z=1.845202))","true","(Pitch=16.554043,Yaw=-64.545715,Roll=2.121536)","(X=26.786959,Y=-4.412915,Z=-36.227798)"
Circle_02,"((X=0.0,Y=0.0,Z=0.0),(X=1.049652,Y=2.00693,Z=1.15541),(X=1.049652,Y=2.00693,Z=1.15541),(X=3.199561,Y=3.252311,Z=1.213854),(X=5.274868,Y=5.716298,Z=0.774808),(X=5.274869,Y=5.716297,Z=0.774806),(X=6.392127,Y=8.905004,Z=0.714679),(X=6.392124,Y=8.905004,Z=0.714679),(X=7.379587,Y=10.004713,Z=0.557341),(X=8.061381,Y=10.677135,Z=0.346941),(X=6.692068,Y=10.507072,Z=1.003822),(X=7.766421,Y=9.666668,Z=0.296533),(X=2.165423,Y=4.18206,Z=3.673491),(X=3.294986,Y=1.840734,Z=0.626096),(X=2.80285,Y=3.595843,Z=1.915772),(X=2.355068,Y=9.599624,Z=0.731645),(X=2.355068,Y=9.599624,Z=0.731645),(X=2.355068,Y=9.599624,Z=0.731645),(X=1.745972,Y=13.315948,Z=1.181914),(X=1.745972,Y=13.315953,Z=1.181915),(X=1.321364,Y=15.68253,Z=1.536407),(X=1.321363,Y=15.682532,Z=1.536406),(X=1.057301,Y=16.807474,Z=1.616645),(X=0.78054,Y=17.854465,Z=1.589241),(X=0.978381,Y=17.122147,Z=2.210507),(X=0.926725,Y=17.212261,Z=1.028311),(X=0.172591,Y=9.564661,Z=0.254315),(X=0.172591,Y=9.564661,Z=0.254315),(X=0.172591,Y=9.564661,Z=0.254315),(X=-0.23107,Y=13.792252,Z=0.880253),(X=-0.23107,Y=13.792244,Z=0.880249),(X=-0.510623,Y=16.492664,Z=1.348679),(X=-0.510624,Y=16.492655,Z=1.348676),(X=-0.653663,Y=17.702694,Z=1.41662),(X=-0.846671,Y=18.969065,Z=1.378122),(X=-0.652599,Y=18.211706,Z=2.071592),(X=-0.799324,Y=18.204433,Z=0.790864),(X=-0.164897,Y=9.760789,Z=-0.820996),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.994191,Y=12.726325,Z=1.172153),(X=-1.994192,Y=12.72633,Z=1.172155),(X=-2.173207,Y=15.349464,Z=1.55757),(X=-2.173209,Y=15.349457,Z=1.557571),(X=-2.189509,Y=16.535425,Z=1.694407),(X=-2.261737,Y=17.782627,Z=1.684103),(X=-2.123394,Y=17.085081,Z=2.335847),(X=-2.280192,Y=17.025976,Z=1.097586),(X=-3.505406,Y=7.789585,Z=1.369118),(X=-3.505406,Y=7.789585,Z=1.369118),(X=2.42547,Y=10.016154,Z=2.38383),(X=0.061962,Y=9.87255,Z=2.064966),(X=-1.88233,Y=9.011188,Z=2.344162),(X=-3.802669,Y=7.670982,Z=2.712936),(X=2.192823,Y=9.611815,Z=-0.521866),(X=-2.063757,Y=8.772871,Z=-0.342694),(X=-3.734504,Y=7.580273,Z=0.413205),(X=0.424187,Y=8.176033,Z=2.053984),(X=2.514459,Y=3.112573,Z=-0.263203),(X=0.085723,Y=3.22587,Z=-1.390163),(X=-0.987424,Y=3.179338,Z=-1.272007),(X=-1.531331,Y=3.088745,Z=-1.056948),(X=1.211487,Y=2.388174,Z=3.349584),(X=1.211487,Y=2.388174,Z=3.349584),(X=-1.040151,Y=2.506731,Z=2.954595),(X=-1.861507,Y=2.455912,Z=2.867835),(X=-2.299857,Y=3.407356,Z=0.941983),(X=-3.505407,Y=7.789585,Z=1.369119),(X=-3.36109,Y=10.833644,Z=1.756817),(X=-3.361092,Y=10.833644,Z=1.756817),(X=-3.448232,Y=12.847011,Z=2.010366),(X=-3.448235,Y=12.847018,Z=2.010369),(X=-3.406204,Y=14.03574,Z=2.068207),(X=-3.385773,Y=15.041807,Z=1.993832),(X=-3.320943,Y=14.52717,Z=2.611532),(X=-3.520191,Y=14.404407,Z=1.534262))","true","(Pitch=15.102564,Yaw=-106.938286,Roll=-0.399038)","(X=25.013973,Y=-24.306757,Z=-32.901371)"
Circle_03,"((X=0.0,Y=0.0,Z=0.0),(X=1.049652,Y=2.00693,Z=1.15541),(X=1.049652,Y=2.00693,Z=1.15541),(X=2.982563,Y=3.480957,Z=1.672705),(X=4.859922,Y=6.125948,Z=1.897291),(X=4.859924,Y=6.125947,Z=1.89729),(X=6.028412,Y=9.291523,Z=2.080305),(X=6.028409,Y=9.291524,Z=2.080305),(X=6.590039,Y=10.645081,Z=2.328613),(X=7.033231,Y=11.517066,Z=2.395576),(X=5.683255,Y=10.827928,Z=2.590723),(X=7.121465,Y=10.492101,Z=2.166997),(X=1.29195,Y=4.143545,Z=3.837537),(X=3.352508,Y=2.128197,Z=1.056023),(X=2.80285,Y=3.595843,Z=1.915772),(X=2.355068,Y=9.599624,Z=0.731645),(X=2.355068,Y=9.599624,Z=0.731645),(X=2.355068,Y=9.599624,Z=0.731645),(X=1.935483,Y=13.346555,Z=1.143051),(X=1.935482,Y=13.34656,Z=1.143052),(X=1.631744,Y=15.738317,Z=1.449467),(X=1.631744,Y=15.738318,Z=1.449466),(X=1.424466,Y=16.877851,Z=1.462302),(X=1.201165,Y=17.934038,Z=1.372077),(X=1.358252,Y=17.230089,Z=2.036292),(X=1.317809,Y=17.253777,Z=0.850468),(X=0.172591,Y=9.564661,Z=0.254315),(X=0.172591,Y=9.564661,Z=0.254315),(X=0.172591,Y=9.564661,Z=0.254315),(X=-0.10752,Y=13.805974,Z=0.854371),(X=-0.107521,Y=13.805966,Z=0.854367),(X=-0.307794,Y=16.515224,Z=1.312244),(X=-0.307795,Y=16.515215,Z=1.312241),(X=-0.419482,Y=17.730145,Z=1.339511),(X=-0.579159,Y=18.999134,Z=1.258271),(X=-0.408139,Y=18.260338,Z=1.97736),(X=-0.549098,Y=18.214531,Z=0.696783),(X=-0.16004,Y=9.763878,Z=-0.821941),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.746524,Y=8.869379,Z=0.652931),(X=-1.90683,Y=12.746206,Z=1.042126),(X=-1.906831,Y=12.746211,Z=1.042127),(X=-2.026419,Y=15.384181,Z=1.339181),(X=-2.026421,Y=15.384173,Z=1.339182),(X=-2.017828,Y=16.574957,Z=1.425639),(X=-2.063697,Y=17.821844,Z=1.362386),(X=-1.940812,Y=17.149788,Z=2.043356),(X=-2.097492,Y=17.041573,Z=0.808403),(X=-3.505406,Y=7.789585,Z=1.369118),(X=-3.505406,Y=7.789585,Z=1.369118),(X=2.42547,Y=10.016154,Z=2.38383),(X=0.061962,Y=9.87255,Z=2.064966),(X=-1.88233,Y=9.011188,Z=2.344162),(X=-3.802669,Y=7.670982,Z=2.712936),(X=2.192823,Y=9.611815,Z=-0.521866),(X=-2.063757,Y=8.772871,Z=-0.342694),(X=-3.734504,Y=7.580273,Z=0.413205),(X=0.424187,Y=8.176033,Z=2.053984),(X=2.514459,Y=3.112573,Z=-0.263203),(X=0.085723,Y=3.22587,Z=-1.390163),(X=-0.987424,Y=3.179338,Z=-1.272007),(X=-1.531331,Y=3.088745,Z=-1.056948),(X=1.211487,Y=2.388174,Z=3.349584),(X=1.211487,Y=2.388174,Z=3.349584),(X=-1.040151,Y=2.506731,Z=2.954595),(X=-1.861507,Y=2.455912,Z=2.867835),(X=-2.299857,Y=3.407356,Z=0.941983),(X=-3.505407,Y=7.789585,Z=1.369119),(X=-3.507818,Y=10.851637,Z=1.121602),(X=-3.507821,Y=10.851637,Z=1.121602),(X=-3.660223,Y=12.875786,Z=1.050056),(X=-3.660225,Y=12.875794,Z=1.050057),(X=-3.649813,Y=14.061239,Z=0.937005),(X=-3.655849,Y=15.046474,Z=0.719293),(X=-3.578862,Y=14.627494,Z=1.404228),(X=-3.77227,Y=14.346494,Z=0.355938))","true","(Pitch=41.553043,Yaw=169.517059,Roll=-89.453545)","(X=27.708164,Y=-24.252591,Z=-18.296611)"
